name,norad_id,epoch_year,epoch_day,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,bstar_drag,classification,source,line1,line2,semi_major_axis_km,orbital_period_min,altitude_km
CALSPHERE 1,900,26,61.02074757,90.2154,69.2758,0.0023431,255.79289999999997,158.3087,825.8915321999999,0.00070514,U,active,1 00900U 64063C   26061.02074757  .00000700  00000+0  70514-3 0  9991,2 00900  90.2154  69.2758 0023431 255.7929 158.3087 13.76485887 56685,7354.514344164978,104.61422188195672,983.514344164978
CALSPHERE 2,902,26,61.01127786,90.2279,73.2572,0.0018752,172.4883,247.1834,811.7347374,6.598199999999999e-05,U,active,1 00902U 64063E   26061.01127786  .00000053  00000+0  65982-4 0  9998,2 00902  90.2279  73.2572 0018752 172.4883 247.1834 13.52891229841772,7439.777040042061,106.43871208067385,1068.7770400420613
LCS 1,1361,26,61.13529392,32.1418,71.1966,0.0013177,102.9481,257.2489,593.5859268,0.00017912,U,active,1 01361U 65034C   26061.13529392  .00000010  00000+0  17912-3 0  9991,2 01361  32.1418  71.1966 0013177 102.9481 257.2489  9.89309878199283,9166.008965696534,145.5560115209928,2795.008965696534
TEMPSAT 1,1512,26,61.17072001,89.9922,212.5903,0.0069527,187.71040000000002,355.8954,800.1531912000002,5.390000000000001e-05,U,active,1 01512U 65065E   26061.17072001  .00000036  00000+0  53900-4 0  9993,2 01512  89.9922 212.5903 0069527 187.7104 355.8954 13.33588652945785,7511.394649871637,107.97932314738982,1140.3946498716368
CALSPHERE 4A,1520,26,61.14119476,89.9047,123.5421,0.0070889,47.2669,344.7355,801.7545192,0.00020372,U,active,1 01520U 65065H   26061.14119476  .00000116  00000+0  20372-3 0  9992,2 01520  89.9047 123.5421 0070889  47.2669 344.7355 13.36257532948415,7501.389747048426,107.76365824069308,1130.3897470484262
OPS 5712 (P/L 160),2826,26,61.108632,69.9181,300.4256,0.0004637,230.5476,129.5261,885.6194771999999,0.0012864,U,active,1 02826U 67053A   26061.10863200  .00008814  00000+0  12864-2 0  9997,2 02826  69.9181 300.4256 0004637 230.5476 129.5261 14.76032462 50423,7020.012768302935,97.55882997646431,649.012768302935
LES-5,2866,26,60.96052422,2.375,99.7153,0.0056286,208.066,269.6887,65.6557536,0.0,U,active,1 02866U 67066E   26060.96052422 -.00000133  00000+0  00000+0 0  9997,2 02866   2.3750  99.7153 0056286 208.0660 269.6887  1.09426256129861,39779.026254170865,1315.9547375905834,33408.026254170865
SURCAL 159,2872,26,60.88458616,69.972,231.88119999999998,0.0009471,258.4731,101.5313,839.7435054,0.00012562,U,active,1 02872U 67053F   26060.88458616  .00000130  00000+0  12562-3 0  9992,2 02872  69.9720 231.8812 0009471 258.4731 101.5313 13.99572509995197,7273.412843919009,102.88855995241616,902.412843919009
OPS 5712 (P/L 153),2874,26,61.13848183,69.9763,344.7542,0.0008863,317.5671,42.4749,838.0860144000001,8.145900000000001e-05,U,active,1 02874U 67053H   26061.13848183  .00000060  00000+0  81459-4 0  9999,2 02874  69.9763 344.7542 0008863 317.5671  42.4749 13.96810024991831,7282.999486067825,103.09204367508175,911.9994860678253
OPS 3811 (DSP 2),5204,26,60.78794816,0.23290000000000002,356.3241,0.0024294,295.9533,298.4998,58.8974616,0.0,U,active,1 05204U 71039A   26060.78794816 -.00000214  00000+0  00000+0 0  9991,2 05204   0.2329 356.3241 0024294 295.9533 298.4998  0.98162436205173,42766.62282562663,1466.9562601319308,36395.62282562663
RIGIDSPHERE 2 (LCS 4),5398,26,61.0849451,87.6265,8.5173,0.0058058,226.9067,132.7267,862.6364226000002,0.0002707,U,active,1 05398U 71067E   26061.08494510  .00000847  00000+0  27070-3 0  9999,2 05398  87.6265   8.5173 0058058 226.9067 132.7267 14.37727371858497,7144.154106371868,100.15807092817738,773.1541063718678
OSCAR 7 (AO-7),7530,26,60.97341832,101.997,73.0802,0.0012037,337.1055,79.3938,752.2177445999998,0.00012334,U,active,1 07530U 74089B   26060.97341832 -.00000027  00000+0  12334-3 0  9999,2 07530 101.9970  73.0802 0012037 337.1055  79.3938 12.53696241347081,7827.209513022589,114.86035874618213,1456.209513022589
STARLETTE,7646,26,61.09840463,49.8226,167.2954,0.0205549,69.265,293.0139,829.40943,-4.5196e-06,U,active,1 07646U 75010A   26061.09840463 -.00000151  00000+0 -45196-5 0  9993,2 07646  49.8226 167.2954 0205549  69.2650 293.0139 13.82349050579725,7333.703750595124,104.17050599484985,962.7037505951239
LAGEOS 1,8820,26,61.13440334,109.8189,142.6948,0.0044658,325.2062,61.0493,383.1989172,0.0,U,active,1 08820U 76039A   26061.13440334 -.00000003  00000+0  00000+0 0  9992,2 08820 109.8189 142.6948 0044658 325.2062  61.0493  6.38664862906307,12271.184694629432,225.47036570801666,5900.184694629432
OPS 8701 (DSP 10),13086,26,60.61284977,9.5076,309.9837,0.0005613,324.6563,222.1872,58.913334600000006,0.0,U,active,1 13086U 82019A   26060.61284977 -.00000132  00000+0  00000+0 0  9991,2 13086   9.5076 309.9837 0005613 324.6563 222.1872  0.98188891 24608,42758.940749399444,1466.5610185983257,36387.940749399444
PHASE 3B (AO-10),14129,26,60.56264027,25.933,237.652,0.6049327,85.8052,336.8916,123.52401839999997,0.0,U,active,1 14129U 83058B   26060.56264027 -.00000090  00000+0  00000+0 0  9995,2 14129  25.9330 237.6520 6049327  85.8052 336.8916  2.05873364293272,26101.676371186662,699.4591102130144,19730.676371186662
UOSAT 2 (UO-11),14781,26,60.88614552,97.7933,27.7595,0.0007724,167.2772,192.8642,894.2827589999999,0.00018143,U,active,1 14781U 84021B   26060.88614552  .00001715  00000+0  18143-3 0  9992,2 14781  97.7933  27.7595 0007724 167.2772 192.8642 14.90471265241141,6974.6021003387,96.61373780325782,603.6021003387004
AJISAI (EGS),16908,26,61.16020995,50.0081,116.5016,0.0011244,267.6126,132.8896,746.7092892000001,7.5793e-05,U,active,1 16908U 86061A   26061.16020995 -.00000087  00000+0  75793-4 0  9992,2 16908  50.0081 116.5016 0011244 267.6126 132.8896 12.44515482467068,7865.656422644153,115.70768068596834,1494.6564226441533
TDRS 3,19548,26,57.84610155,12.6852,341.7287,0.0044225,351.9002,78.3575,60.156975599999996,0.0,U,active,1 19548U 88091B   26057.84610155 -.00000306  00000+0  00000+0 0  9991,2 19548  12.6852 341.7287 0044225 351.9002  78.3575  1.00261626124288,42167.58013814284,1436.2424164156284,35796.58013814284
COSMOS 1989 (ETALON 1),19751,26,61.03540457,64.8826,75.8589,0.0023403,217.5818,323.49620000000004,127.8936,0.0,U,active,1 19751U 89001C   26061.03540457  .00000032  00000+0  00000+0 0  9997,2 19751  64.8826  75.8589 0023403 217.5818 323.4962  2.13156000289089,25503.71618541604,675.5615605472049,19132.71618541604
COSMOS 2024 (ETALON 2),20026,26,61.04603576,64.999,314.2289,0.0020464,213.4288,114.8351,127.9226982,0.0,U,active,1 20026U 89039C   26061.04603576 -.00000039  00000+0  00000+0 0  9996,2 20026  64.9990 314.2289 0020464 213.4288 114.8351  2.13204497286216,25499.84853522864,675.407892545531,19128.84853522864
FLTSATCOM 8 (USA 46),20253,26,60.6859192,12.450800000000001,351.8066,0.0008657,333.7105,206.4647,60.1586634,0.0,U,active,1 20253U 89077A   26060.68591920 -.00000378  00000+0  00000+0 0  9994,2 20253  12.4508 351.8066 0008657 333.7105 206.4647  1.00264439259487,42166.79143739131,1436.2021214720007,35795.79143739131
LUSAT (LO-19),20442,26,61.01601251,98.894,79.8257,0.001203,155.8264,204.3487,860.45046,7.8411e-05,U,active,1 20442U 90005G   26061.01601251  .00000173  00000+0  78411-4 0  9992,2 20442  98.8940  79.8257 0012030 155.8264 204.3487 14.34084100887036,7156.248739330948,100.41252113456945,785.2487393309484
HST,20580,26,61.17768228,28.470000000000002,91.2397,0.0001619,50.0273,310.0465,917.6051736000001,0.0002926,U,active,1 20580U 90037B   26061.17768228  .00008803  00000+0  29260-3 0  9990,2 20580  28.4700  91.2397 0001619  50.0273 310.0465 15.29341956772160,6855.915231899807,94.15814392265322,484.9152318998067
SKYNET 4C,20776,26,60.95877951,13.3727,350.5447,0.0004147,329.6657,218.0745,60.16167479999999,0.0,U,active,1 20776U 90079A   26060.95877951  .00000116  00000+0  00000+0 0  9998,2 20776  13.3727 350.5447 0004147 329.6657 218.0745  1.00269458129812,42165.384316379226,1436.1302321989215,35794.384316379226
USA 65 (DSP 15),20929,26,60.07753074,14.0702,344.7943,0.0003305,53.59,101.8976,59.03871420000001,0.0,U,active,1 20929U 90095A   26060.07753074 -.00000184  00000+0  00000+0 0  9994,2 20929  14.0702 344.7943 0003305  53.5900 101.8976  0.98397857 24403,42698.3816366143,1463.4465057506281,36327.3816366143
TDRS 5,21639,26,60.58822022,14.0844,354.5739,0.0011221,276.7382,292.3637,60.1589916,0.0,U,active,1 21639U 91054B   26060.58822022  .00000074  00000+0  00000+0 0  9992,2 21639  14.0844 354.5739 0011221 276.7382 292.3637  1.00264986126638,42166.6380754065,1436.1942862087467,35795.6380754065
USA 75 (DSP 16),21805,26,60.86275009,14.0606,346.2731,0.0002922,56.9499,133.4699,59.509875,0.0,U,active,1 21805U 91080B   26060.86275009  .00000049  00000+0  00000+0 0  9996,2 21805  14.0606 346.2731 0002922  56.9499 133.4699  0.99183125 24647,42472.711032879786,1451.859880398001,36101.711032879786
LAGEOS 2,22195,26,61.17392848,52.6801,334.2908,0.0137783,140.53950000000003,13.7441,388.3759866,0.0,U,active,1 22195U 92070B   26061.17392848 -.00000009  00000+0  00000+0 0  9992,2 22195  52.6801 334.2908 0137783 140.5395  13.7441  6.47293311788490,12161.890677216434,222.46483557436298,5790.890677216434
TDRS 6,22314,26,61.15674917,14.1806,357.8514,0.0005614,201.5395,330.9518,60.16774380000001,0.0,U,active,1 22314U 93003B   26061.15674917 -.00000306  00000+0  00000+0 0  9990,2 22314  14.1806 357.8514 0005614 201.5395 330.9518  1.00279573121331,42162.54884337773,1435.9853726142212,35791.54884337773
SCD 1,22490,26,60.93992844,24.968,149.73620000000003,0.0042209,82.9525,77.7805,867.6372324,8.142e-05,U,active,1 22490U 93009B   26060.93992844  .00000483  00000+0  81420-4 0  9993,2 22490  24.9680 149.7362 0042209  82.9525  77.7805 14.46062054745572,7116.676444563258,99.58078880617664,745.676444563258
UFO 2 (USA 95),22787,26,61.02327117,11.8572,4.1337,0.0008863,335.3278,217.37310000000002,60.163051200000005,0.0,U,active,1 22787U 93056A   26061.02327117  .00000114  00000+0  00000+0 0  9991,2 22787  11.8572   4.1337 0008863 335.3278 217.3731  1.00271752117475,42164.74121229115,1436.097376656987,35793.74121229115
STELLA,22824,26,61.15264507,98.7858,124.96110000000002,0.0006323,178.948,210.7962,856.4803458,1.0949000000000001e-05,U,active,1 22824U 93061B   26061.15264507 -.00000018  00000+0  10949-4 0  9998,2 22824  98.7858 124.9611 0006323 178.9480 210.7962 14.27467243689505,7178.346323993916,100.87797160050137,807.3463239939156
EYESAT A (AO-27),22825,26,61.15509624,98.69980000000001,128.5591,0.0009278,59.27170000000001,300.93780000000004,858.5460276,6.5999e-05,U,active,1 22825U 93061C   26061.15509624  .00000129  00000+0  65999-4 0  9998,2 22825  98.6998 128.5591 0009278  59.2717 300.9378 14.30910046691697,7166.827522513447,100.63525684409095,795.8275225134466
ITAMSAT (IO-26),22826,26,61.16628662,98.69460000000001,128.4769,0.0009589,43.8934,316.3009,858.8002943999999,7.1724e-05,U,active,1 22826U 93061D   26061.16628662  .00000145  00000+0  71724-4 0  9995,2 22826  98.6946 128.4769 0009589  43.8934 316.3009 14.31333824692004,7165.412854287417,100.6054615530416,794.4128542874168
USA 99 (MILSTAR-1 1),22988,26,60.91433713,17.4589,28.862999999999996,0.0004286,301.8151,68.2047,60.16388880000001,0.0,U,active,1 22988U 94009A   26060.91433713 -.00000209  00000+0  00000+0 0  9996,2 22988  17.4589  28.8630 0004286 301.8151  68.2047  1.00273148 31884,42164.34986714052,1436.07738334893,35793.34986714052
RADIO ROSTO (RS15),23439,26,61.15695909,64.8147,116.31680000000001,0.0152398,23.4489,337.329,676.5502506,0.00068979,U,active,1 23439U 94085A   26061.15695909 -.00000018  00000+0  68979-3 0  9997,2 23439  64.8147 116.3168 0152398  23.4489 337.3290 11.27583751283838,8400.451628672572,127.70670016510374,2029.451628672572
UFO 4 (USA 108),23467,26,61.12311163,9.6694,13.576200000000002,0.000357,330.1412,32.7869,60.163486199999994,0.0,U,active,1 23467U 95003A   26061.12311163 -.00000034  00000+0  00000+0 0  9998,2 23467   9.6694  13.5762 0003570 330.1412  32.7869  1.00272477113887,42164.537969585996,1436.0869932434202,35793.537969585996
TDRS 7,23613,26,60.82129317,13.4214,348.9262,0.0008095,46.9925,148.3293,60.16630860000001,0.0,U,active,1 23613U 95035B   26060.82129317 -.00000249  00000+0  00000+0 0  9998,2 23613  13.4214 348.9262 0008095  46.9925 148.3293  1.00277181112172,42163.21933434338,1436.0196264392393,35792.21933434338
USA 115 (MILSTAR-1 2),23712,26,60.92256406,14.0345,4.5432,0.0004054,335.1661,32.1356,60.16468079999999,0.0,U,active,1 23712U 95060A   26060.92256406 -.00000031  00000+0  00000+0 0  9996,2 23712  14.0345   4.5432 0004054 335.1661  32.1356  1.00274468 31815,42163.97983566561,1436.0584790138205,35792.97983566561
POLAR,23802,26,60.20583977,79.739,228.285,0.636074,212.7396,83.5774,77.9074932,0.0,U,active,1 23802U 96013A   26060.20583977  .00000203  00000+0  00000+0 0  9992,2 23802  79.7390 228.2850 6360740 212.7396  83.5774  1.29845822143457,35490.85984973712,1109.0075736129577,29119.85984973712
INMARSAT 3-F1,23839,26,61.01310046,10.378700000000002,47.6054,0.0006112,269.1433,220.4267,59.9979288,0.0,U,active,1 23839U 96020A   26061.01310046  .00000015  00000+0  00000+0 0  9996,2 23839  10.3787  47.6054 0006112 269.1433 220.4267  0.99996548109188,42242.067810637745,1440.049710516007,35871.067810637745
USA 119,23893,26,61.13528458,63.3196,112.1604,0.0846008,47.518800000000006,319.4248,807.5174322000001,0.000214,U,active,1 23893U 96029A   26061.13528458  .00001164  00000+0  21400-3 0  9993,2 23893  63.3196 112.1604 0846008  47.5188 319.4248 13.45862387 90860,7465.657648124672,106.99459424004246,1094.657648124672
JAS-2 (FO-29),24278,26,61.10565351,98.5393,284.5507,0.0350149,14.437099999999997,346.6471,811.96101,1.6495e-05,U,active,1 24278U 96046B   26061.10565351 -.00000019  00000+0  16495-4 0  9998,2 24278  98.5393 284.5507 0350149  14.4371 346.6471 13.53268350458683,7438.394793135506,106.40905035575538,1067.394793135506
INMARSAT 3-F2,24307,26,60.99727106,9.6143,55.0115,0.0006055,290.4629,70.6127,59.9870334,0.0,U,active,1 24307U 96053A   26060.99727106 -.00000082  00000+0  00000+0 0  9993,2 24307   9.6143  55.0115 0006055 290.4629  70.6127  0.99978389107852,42247.182585930124,1440.3112656676233,35876.182585930124
INMARSAT 3-F3,24674,26,60.76287956,10.0866,50.667,0.0006932,269.1217,268.2815,60.0012264,0.0,U,active,1 24674U 96070A   26060.76287956 -.00000239  00000+0  00000+0 0  9992,2 24674  10.0866  50.6670 0006932 269.1217 268.2815  1.00002044106839,42240.520078731366,1439.9705670016106,35869.520078731366
NAVSTAR 43 (USA 132),24876,26,61.00700502,55.934,102.7649,0.0097882,56.2826,304.7274,120.3383646,0.0,U,active,1 24876U 97035A   26061.00700502  .00000024  00000+0  00000+0 0  9994,2 24876  55.9340 102.7649 0097882  56.2826 304.7274  2.00563941209803,26560.318065307147,717.9755208340266,20189.318065307147
FORTE,24920,26,60.98778603,69.951,256.145,0.0019381,61.2257,299.0809,856.7360759999999,0.00011186,U,active,1 24920U 97047A   26060.98778603  .00000220  00000+0  11186-3 0  9999,2 24920  69.9510 256.1450 0019381  61.2257 299.0809 14.27893460483384,7176.917792827983,100.84786017578651,805.9177928279832
AMC-3,24936,26,60.97475175,7.8837,65.3012,0.0003494,279.5861,93.7718,60.162841199999995,0.0,U,active,1 24936U 97050A   26060.97475175 -.00000276  00000+0  00000+0 0  9998,2 24936   7.8837  65.3012 0003494 279.5861  93.7718  1.00271402 51361,42164.83933033574,1436.1023893931394,35793.83933033574
USA 134,25019,26,61.07100625,12.6575,22.5154,0.0007042,304.5051,106.2984,60.162648000000004,0.0,U,active,1 25019U 97065A   26061.07100625 -.00000075  00000+0  00000+0 0  9991,2 25019  12.6575  22.5154 0007042 304.5051 106.2984  1.00271080 31884,42164.929599440904,1436.1070011413062,35793.929599440904
ORBCOMM FM06,25118,26,61.11164205,45.0127,208.0594,0.000132,146.9742,23.6031,868.3380894000001,0.0005887,U,active,1 25118U 97084G   26061.11164205  .00002027  00000+0  58870-3 0  9991,2 25118  45.0127 208.0594 0001320 146.9742  23.6031 14.47230149478879,7112.846566344507,99.50041470563643,741.8465663445068
INMARSAT 3-F5,25153,26,60.86433235,9.454,54.31000000000001,0.000535,291.3269000000001,71.1509,60.161185200000006,0.0,U,active,1 25153U 98006B   26060.86433235 -.00000304  00000+0  00000+0 0  9993,2 25153   9.4540  54.3100 0005350 291.3269  71.1509  1.00268642102823,42165.61308120039,1436.1419196242828,35794.61308120039
ORBCOMM FM04,25159,26,61.15778014,107.9629,309.2117,0.0039134,156.5139,203.7798,861.3062142000001,0.00035931,U,active,1 25159U 98007C   26061.15778014  .00000911  00000+0  35931-3 0  9998,2 25159 107.9629 309.2117 0039134 156.5139 203.7798 14.35510357461237,7151.507874546937,100.3127558765499,780.5078745469373
CELESTIS-02 & TAURUS R/B,25160,26,61.07587832,108.0094,116.08659999999999,0.0063101,314.7696,100.9807,853.4704488,6.8235e-05,U,active,1 25160U 98007D   26061.07587832  .00000025  00000+0  68235-4 0  9997,2 25160 108.0094 116.0866 0063101 314.7696 100.9807 14.22450748455289,7195.213460145235,101.23373354224564,824.2134601452353
TECHSAT 1B (GO-32),25397,26,60.94297668,99.0017,51.0262,0.0001832,131.3619,228.7717,854.6420975999999,6.182400000000001e-05,U,active,1 25397U 98043D   26060.94297668  .00000096  00000+0  61824-4 0  9994,2 25397  99.0017  51.0262 0001832 131.3619 228.7717 14.24403496436068,7188.635899298798,101.09494985401244,817.635899298798
WESTPAC,25398,26,61.1839727,99.0055,44.7437,0.000198,128.9926,231.1428,853.8277764000001,1.9092999999999998e-05,U,active,1 25398U 98043E   26061.18397270 -.00000003  00000+0  19093-4 0  9992,2 25398  99.0055  44.7437 0001980 128.9926 231.1428 14.23046294435728,7193.205851747228,101.19136714465874,822.2058517472278
ORBCOMM FM19,25415,26,61.18611973,44.995,32.0823,0.000129,155.61840000000004,218.663,863.5463214000001,0.00053264,U,active,1 25415U 98046C   26061.18611973  .00001525  00000+0  53264-3 0  9990,2 25415  44.9950  32.0823 0001290 155.6184 218.6630 14.39243869441363,7139.134804619082,100.05253668376056,768.1348046190824
ORBCOMM FM20,25416,26,60.39684628,44.9948,42.5899,0.00016,278.5316,81.5351,862.7243406,0.00043036999999999996,U,active,1 25416U 98046D   26060.39684628  .00001168  00000+0  43037-3 0  9990,2 25416  44.9948  42.5899 0001600 278.5316  81.5351 14.37873901441278,7143.6687366505075,100.14786407893774,772.6687366505075
ORBCOMM FM27,25481,26,61.13619353,45.0046,123.7231,0.0001653,235.76680000000002,124.3024,863.3446368000001,0.00043830999999999997,U,active,1 25481U 98053G   26061.13619353  .00001220  00000+0  43831-3 0  9997,2 25481  45.0046 123.7231 0001653 235.7668 124.3024 14.38907728434817,7140.246602798349,100.07590980149352,769.2466027983492
SCD 2,25504,26,61.14651272,24.996500000000005,12.2564,0.0016972,72.4093,310.1505,867.2866638,9.031000000000001e-05,U,active,1 25504U 98060A   26061.14651272  .00000505  00000+0  90310-4 0  9998,2 25504  24.9965  12.2564 0016972  72.4093 310.1505 14.45477773444829,7118.594084450764,99.62104066196525,747.5940844507641
ISS (ZARYA),25544,26,60.83336604,51.6319,111.1961,0.0008284,147.0223,213.1284,929.0326763999999,0.00019089,U,active,1 25544U 98067A   26060.83336604  .00009867  00000+0  19089-3 0  9996,2 25544  51.6319 111.1961 0008284 147.0223 213.1284 15.48387794555112,6799.57886409862,92.99995812289387,428.5788640986202
SWAS,25560,26,60.64581151,69.8971,144.6855,0.0003261,27.4351,332.6984,905.2791515999999,0.00037526,U,active,1 25560U 98071A   26060.64581151  .00005814  00000+0  37526-3 0  9991,2 25560  69.8971 144.6855 0003261  27.4351 332.6984 15.08798586481046,6918.0069778896495,95.44017427916653,547.0069778896495
ISS (UNITY),25575,26,60.83336604,51.6319,111.1961,0.0008284,147.0223,213.1284,929.0326763999999,0.00019089,U,active,1 25575U 98069F   26060.83336604  .00009867  00000+0  19089-3 0  9992,2 25575  51.6319 111.1961 0008284 147.0223 213.1284 15.48387794554777,6799.57886409862,92.99995812289387,428.5788640986202
DLR-TUBSAT,25757,26,60.96117324,98.6655,52.9619,0.0013439,320.0459,39.9745,871.4362997999999,5.1757e-05,U,active,1 25757U 99029B   26060.96117324  .00000162  00000+0  51757-4 0  9999,2 25757  98.6655  52.9619 0013439 320.0459  39.9745 14.52393833417686,7095.9777304255695,99.14666168924721,724.9777304255695
CXO,25867,26,63.5998568,54.4843,119.7682,0.8003286,310.77570000000003,0.4217,22.6853622,0.0,U,active,1 25867U 99040B   26063.59985680  .00000824  00000+0  00000+0 0  9999,2 25867  54.4843 119.7682 8003286 310.7757   0.4217  0.37808937 16926,80786.51301608245,3808.623342147916,74415.51301608245
ABS-6,25924,26,60.90653064,0.052500000000000005,261.9881,0.000309,57.6684,325.3996,60.16310400000001,0.0,U,active,1 25924U 99053A   26060.90653064 -.00000138  00000+0  00000+0 0  9996,2 25924   0.0525 261.9881 0003090  57.6684 325.3996  1.00271840 96767,42164.716542701164,1436.0961163174027,35793.716542701164
NAVSTAR 46 (USA 145),25933,26,60.61353288,51.5595,300.1743,0.0106451,171.6312,195.2155,120.34069319999999,0.0,U,active,1 25933U 99055A   26060.61353288 -.00000041  00000+0  00000+0 0  9994,2 25933  51.5595 300.1743 0106451 171.6312 195.2155  2.00567822193429,26559.97543498283,717.9616279624356,20188.97543498283
UFO 10 (USA 146),25967,26,60.72786608,9.8445,27.8046,0.0005338,293.3289,77.5651,60.164526,0.0,U,active,1 25967U 99063A   26060.72786608 -.00000200  00000+0  00000+0 0  9995,2 25967   9.8445  27.8046 0005338 293.3289  77.5651  1.00274210 96275,42164.05215936101,1436.0621739129133,35793.05215936101
ORBCOMM FM32,25982,26,61.02144973,45.0165,320.4295,0.0005775,252.89980000000003,107.1217,862.168413,0.00037727,U,active,1 25982U 99065C   26061.02144973  .00000986  00000+0  37727-3 0  9991,2 25982  45.0165 320.4295 0005775 252.8998 107.1217 14.36947355371671,7146.739239573269,100.2124395851649,775.7392395732686
XMM-NEWTON,25989,26,61.64181856,65.0189,284.3763,0.4712552,66.813,359.9781,30.078998399999996,0.0,U,active,1 25989U 99066A   26061.64181856  .00000062  00000+0  00000+0 0  9993,2 25989  65.0189 284.3763 4712552  66.8130 359.9781  0.50131664 22470,66936.10355259824,2872.4360715415314,60565.103552598244
TERRA,25994,26,61.18291615,97.961,114.90390000000001,0.0002189,170.4421,257.0733,876.6030864,0.00011148,U,active,1 25994U 99068A   26061.18291615  .00000502  00000+0  11148-3 0  9993,2 25994  97.9610 114.9039 0002189 170.4421 257.0733 14.61005144393984,7068.06733084578,98.5622813111738,697.0673308457799
ASIASTAR,26107,26,60.96711093,8.8812,59.2888,0.0004505,287.1681,266.4666000000001,60.163455,0.0,U,active,1 26107U 00016A   26060.96711093 -.00000347  00000+0  00000+0 0  9996,2 26107   8.8812  59.2888 0004505 287.1681 266.4666  1.00272425 94846,42164.55254691228,1436.0877379798085,35793.55254691228
IMAGE,26113,26,57.99474256,94.1309,313.8802,0.7515543,300.3972,6.7428,101.1991152,0.014477000000000002,U,active,1 26113U 00017A   26057.99474256  .00000125  00000+0  14477-1 0  9998,2 26113  94.1309 313.8802 7515543 300.3972   6.7428  1.68665192159646,29811.57111652635,853.762405227037,23440.57111652635
USA 149 (DSP 20),26356,26,61.056118,13.09,12.6043,0.000212,0.057300000000000004,1.986,60.1649274,0.0,U,active,1 26356U 00024A   26061.05611800  .00000084  00000+0  00000+0 0  9994,2 26356  13.0900  12.6043 0002120   0.0573   1.9860  1.00274879 31841,42163.86462297742,1436.052592992907,35792.86462297742
TDRS 8,26388,26,60.89179723,12.5148,32.21660000000001,0.0006161,306.4663,226.7617,60.16618320000001,0.0,U,active,1 26388U 00034A   26060.89179723 -.00000207  00000+0  00000+0 0  9992,2 26388  12.5148  32.2166 0006161 306.4663 226.7617  1.00276972 94101,42163.2779194775,1436.0226194305108,35792.2779194775
ISS (ZVEZDA),26400,26,60.83336604,51.6319,111.1961,0.0008284,147.0223,213.1284,929.0326763999999,0.00019089,U,active,1 26400U 00037A   26060.83336604  .00009867  00000+0  19089-3 0  9998,2 26400  51.6319 111.1961 0008284 147.0223 213.1284 15.48387794554786,6799.57886409862,92.99995812289387,428.5788640986202
NAVSTAR 48 (USA 151),26407,26,61.09485817,54.8761,219.4133,0.0122762,302.5215,55.03880000000001,120.341307,0.0,U,active,1 26407U 00040A   26061.09485817 -.00000003  00000+0  00000+0 0  9992,2 26407  54.8761 219.4133 0122762 302.5215  55.0388  2.00568845187792,26559.885122259308,717.9579660041418,20188.885122259308
CLUSTER II-FM7 (SAMBA),26410,26,63.25310773,148.992,34.5676,0.8908777,250.67450000000002,359.7226,26.8713654,0.0,U,active,1 26410U 00041A   26063.25310773  .00003639  00000+0  00000+0 0  9992,2 26410 148.9920  34.5676 8908777 250.6745 359.7226  0.44785609 19832,72162.15904498038,3215.3185636037683,65791.15904498038
CLUSTER II-FM8 (TANGO),26464,26,49.06287974,149.0711,33.537600000000005,0.8890045,249.457,359.4916,26.643597,0.0,U,active,1 26464U 00045B   26049.06287974  .00004776  00000+0  00000+0 0  9997,2 26464 149.0711  33.5376 8890045 249.4570 359.4916  0.44405995 19769,72572.83757568337,3242.8053914792363,66201.83757568337
NSS-11,26554,26,61.03655927,1.8498,82.7014,0.0003167,259.0167,7.252000000000001,60.1626834,0.0,U,active,1 26554U 00059A   26061.03655927  .00000007  00000+0  00000+0 0  9993,2 26554   1.8498  82.7014 0003167 259.0167   7.2520  1.00271139 40210,42164.913059413426,1436.1061561293325,35793.913059413426
USA 153,26575,26,60.83028052,11.4407,36.2929,0.000247,342.3324,214.3071,60.16216920000001,0.0,U,active,1 26575U 00065A   26060.83028052 -.00000338  00000+0  00000+0 0  9991,2 26575  11.4407  36.2929 0002470 342.3324 214.3071  1.00270282 31856,42165.15331191428,1436.1184303839893,35794.15331191428
AMC-6,26580,26,61.19329473,0.0572,305.072,0.0003176,30.676600000000004,118.7406,60.1625052,0.0,U,active,1 26580U 00067A   26061.19329473  .00000071  00000+0  00000+0 0  9993,2 26580   0.0572 305.0720 0003176  30.6766 118.7406  1.00270842 92821,42164.99632039437,1436.1104098437709,35793.99632039437
NAVSTAR 49 (USA 154),26605,26,60.95541596,55.5614,99.189,0.0173053,265.5017,274.5222,120.34235340000001,0.0,U,active,1 26605U 00071A   26060.95541596  .00000023  00000+0  00000+0 0  9998,2 26605  55.5614  99.1890 0173053 265.5017 274.5222  2.00570589185361,26559.731159816416,717.9517232209952,20188.731159816416
ISS (DESTINY),26700,26,60.83336604,51.6319,111.1961,0.0008284,147.0223,213.1284,929.0326763999999,0.00019089,U,active,1 26700U 01006B   26060.83336604  .00009867  00000+0  19089-3 0  9998,2 26700  51.6319 111.1961 0008284 147.0223 213.1284 15.48387794554790,6799.57886409862,92.99995812289387,428.5788640986202
