name,norad_id,epoch_year,epoch_day,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,bstar_drag,classification,source,line1,line2,semi_major_axis_km,orbital_period_min,altitude_km
STARLINK-2717,48659,26,60.95782267,53.1608,149.7581,0.0001255,96.1143,264.00010000000003,918.1141709999999,2.5226e-05,U,active,1 48659U 21044X   26060.95782267  .00000388  00000+0  25226-4 0  9992,2 48659  53.1608 149.7581 0001255  96.1143 264.0001 15.30190285262646,6853.381076811654,94.10594317032931,482.38107681165366
STARLINK-2726,48662,26,60.55671454,53.0548,148.1301,0.0001185,97.88530000000002,262.2271,903.8412192,3.628700000000001e-05,U,active,1 48662U 21044AA  26060.55671454  .00000259  00000+0  36287-4 0  9993,2 48662  53.0548 148.1301 0001185  97.8853 262.2271 15.06402032262629,6925.34233015794,95.59201125666034,554.3423301579396
STARLINK-2667,48663,26,60.61973005,53.1622,141.318,0.0001476,91.5681,268.5489,918.1286646,0.00042686000000000004,U,active,1 48663U 21044AB  26060.61973005  .00012310  00000+0  42686-3 0  9998,2 48663  53.1622 141.3180 0001476  91.5681 268.5489 15.30214441262731,6853.308951535429,94.10445761176815,482.3089515354286
STARLINK-2666,48666,26,60.64153842,53.0553,148.218,0.0001634,125.21170000000001,234.9025,903.8472515999999,5.5029e-05,U,active,1 48666U 21044AE  26060.64153842  .00000538  00000+0  55029-4 0  9998,2 48666  53.0553 148.2180 0001634 125.2117 234.9025 15.06412086262626,6925.3115163366365,95.59137326252174,554.3115163366365
STARLINK-2735,48667,26,60.61199094,53.05650000000001,147.8821,0.000145,91.8525,268.263,903.8479920000001,0.00011218,U,active,1 48667U 21044AF  26060.61199094  .00001390  00000+0  11218-3 0  9993,2 48667  53.0565 147.8821 0001450  91.8525 268.2630 15.06413320262639,6925.30773435752,95.59129495748218,554.3077343575196
STARLINK-2738,48668,26,60.62293717,53.1604,141.4386,0.0001496,92.2506,267.8666,918.1109993999999,0.00043634,U,active,1 48668U 21044AG  26060.62293717  .00012580  00000+0  43634-3 0  9992,2 48668  53.1604 141.4386 0001496  92.2506 267.8666 15.30184999262734,6853.39686006729,94.10626825782914,482.3968600672897
STARLINK-2707,48669,26,60.63240772,53.1606,141.5295,0.0001317,90.4271,269.688,918.1291044,0.00016735,U,active,1 48669U 21044AH  26060.63240772  .00004602  00000+0  16735-3 0  9995,2 48669  53.1606 141.5295 0001317  90.4271 269.6880 15.30215174262725,6853.306762964851,94.10441253407674,482.30676296485126
STARLINK-2763,48670,26,60.50813503,53.1607,142.2001,0.0001984,121.1629,238.95660000000004,918.1171806,0.00036691,U,active,1 48670U 21044AJ  26060.50813503  .00010521  00000+0  36691-3 0  9991,2 48670  53.1607 142.2001 0001984 121.1629 238.9566 15.30195301262707,6853.366099822228,94.1056346898297,482.3660998222276
STARLINK-2745,48671,26,60.56044229,53.0556,148.4222,0.000126,85.0577,275.0556,903.8383614000002,6.135000000000001e-05,U,active,1 48671U 21044AK  26060.56044229  .00000632  00000+0  61350-4 0  9992,2 48671  53.0556 148.4222 0001260  85.0577 275.0556 15.06397269262611,6925.356928072586,95.5923135041212,554.356928072586
STARLINK-2705,48672,26,60.50486076,53.1606,142.2451,0.0001413,100.5099,259.6061,918.6371370000002,0.00044750000000000004,U,active,1 48672U 21044AL  26060.50486076  .00013275  00000+0  44750-3 0  9998,2 48672  53.1606 142.2451 0001413 100.5099 259.6061 15.31061895262707,6850.779813635519,94.05237010356134,479.7798136355186
STARLINK-2711,48673,26,61.18701402,53.0563,145.3005,0.0001193,87.3261,272.78640000000007,903.8331156,6.4162e-05,U,active,1 48673U 21044AM  26061.18701402  .00000674  00000+0  64162-4 0  9996,2 48673  53.0563 145.3005 0001193  87.3261 272.7864 15.06388526262719,6925.383724318932,95.59286831689529,554.3837243189319
STARLINK-2712,48674,26,61.19438794,53.0554,145.3842,0.0001247,91.9323,268.1809,903.852774,0.0007045700000000001,U,active,1 48674U 21044AN  26061.19438794  .00010235  00000+0  70457-3 0  9996,2 48674  53.0554 145.3842 0001247  91.9323 268.1809 15.06421290262713,6925.283307923083,95.59078921408499,554.2833079230832
STARLINK-2746,48676,26,60.5124809,53.0551,148.3297,0.0001406,88.3846,271.7304,903.8413284,6.174300000000001e-05,U,active,1 48676U 21044AQ  26060.51248090  .00000638  00000+0  61743-4 0  9996,2 48676  53.0551 148.3297 0001406  88.3846 271.7304 15.06402214262610,6925.341772355462,95.59199970745661,554.3417723554621
STARLINK-2615,48678,26,60.62603732,53.1613,141.1527,0.0001405,85.573,274.5431,918.1247754,0.0004438,U,active,1 48678U 21044AS  26060.62603732  .00012811  00000+0  44380-3 0  9991,2 48678  53.1613 141.1527 0001405  85.5730 274.5431 15.30207959262730,6853.3283053829455,94.10485624065429,482.3283053829455
STARLINK-2648,48679,26,60.50142892,53.0579,148.3793,0.0001676,87.3434,272.7747,903.8381778,4.6431e-05,U,active,1 48679U 21044AT  26060.50142892  .00000410  00000+0  46431-4 0  9996,2 48679  53.0579 148.3793 0001676  87.3434 272.7747 15.06396963262610,6925.357865921506,95.59233292214223,554.3578659215063
STARLINK-2725,48681,26,61.14153591,53.1606,110.336,0.000173,87.3807,272.7392,918.1153272,0.00011756,U,active,1 48681U 21044AV  26061.14153591  .00003123  00000+0  11756-3 0  9993,2 48681  53.1606 110.3360 0001730  87.3807 272.7392 15.30192212263209,6853.375323082153,94.10582466093481,482.37532308215305
STARLINK-2743,48682,26,61.11418262,53.1611,100.13920000000002,0.0001539,83.6078,276.5098,918.1443509999999,0.0008081700000000001,U,active,1 48682U 21044AW  26061.11418262  .00023683  00000+0  80817-3 0  9997,2 48682  53.1611 100.1392 0001539  83.6078 276.5098 15.30240585263341,6853.230892603093,94.10284984697357,482.2308926030928
STARLINK-2756,48683,26,60.84346066,53.162,101.5831,0.0001685,61.020199999999996,299.0967,918.121767,7.8838e-05,U,active,1 48683U 21044AX  26060.84346066  .00001976  00000+0  78838-4 0  9991,2 48683  53.1620 101.5831 0001685  61.0202 299.0967 15.30202945263305,6853.343276194267,94.10516459305337,482.34327619426676
STARLINK-2741,48684,26,61.13266671,53.1608,113.029,0.000181,84.5587,275.562,918.1173257999999,0.00021725,U,active,1 48684U 21044AY  26061.13266671  .00006079  00000+0  21725-3 0  9999,2 48684  53.1608 113.0290 0001810  84.5587 275.5620 15.30195543263170,6853.365377250247,94.10561980704973,482.36537725024664
STARLINK-2751,48685,26,60.52950057,53.1591,102.8432,0.0001156,83.2336,276.8796,918.1333175999999,0.00034659000000000003,U,active,1 48685U 21044AZ  26060.52950057  .00009927  00000+0  34659-3 0  9995,2 48685  53.1591 102.8432 0001156  83.2336 276.8796 15.30222196263260,6853.285796965263,94.10398070059102,482.2857969652632
STARLINK-2629,48686,26,61.16668981,53.1388,109.984,0.0001163,90.442,51.6007,915.3651762000001,0.033203,U,active,1 48686U 21044BA  26061.16668981  .00923405  00000+0  33203-1 0  9997,2 48686  53.1388 109.9840 0001163  90.4420  51.6007 15.25608627  5728,6867.095451574701,94.38855906522085,496.09545157470075
STARLINK-2627,48687,26,61.16668981,53.1332,99.7975,0.0001048,103.9256,121.86080000000001,914.6221697999999,0.06690800000000001,U,active,1 48687U 21044BB  26061.16668981  .01823869  00000+0  66908-1 0  9990,2 48687  53.1332  99.7975 0001048 103.9256 121.8608 15.24370283  5722,6870.814003684473,94.46523696106453,499.8140036844734
STARLINK-2742,48688,26,61.16668981,53.1293,99.8545,9.87e-05,95.8744,78.3411,914.164566,0.035599,U,active,1 48688U 21044BC  26061.16668981  .00933718  00000+0  35599-1 0  9997,2 48688  53.1293  99.8545 0000987  95.8744  78.3411 15.23607610  5819,6873.106696899886,94.51252347052795,502.1066968998857
STARLINK-2740,48690,26,60.55686578,53.1594,113.0942,0.0001378,84.9334,275.1824,918.1253682,0.00016898,U,active,1 48690U 21044BE  26060.55686578  .00004650  00000+0  16898-3 0  9991,2 48690  53.1594 113.0942 0001378  84.9334 275.1824 15.30208947263117,6853.325355420194,94.10479548058738,482.3253554201938
STARLINK-2750,48691,26,61.16668981,53.1145,110.0242,0.0001482,103.53790000000001,62.21500000000001,912.1739609999998,0.056543,U,active,1 48691U 21044BF  26061.16668981  .01350671  00000+0  56543-1 0  9995,2 48691  53.1145 110.0242 0001482 103.5379  62.2150 15.20289935  5760,6883.102355477623,94.71877481054298,512.102355477623
STARLINK-2752,48692,26,61.16668981,53.1219,110.079,0.0001342,85.5033,199.2829,913.265931,0.038015,U,active,1 48692U 21044BG  26061.16668981  .00955884  00000+0  38015-1 0  9996,2 48692  53.1219 110.0790 0001342  85.5033 199.2829 15.22109885  5820,6877.614622108219,94.6055218608609,506.614622108219
STARLINK-2618,48693,26,60.84446393,53.1613,111.7048,0.0001792,88.07080000000002,272.0498,918.1145070000002,8.764300000000001e-05,U,active,1 48693U 21044BH  26060.84446393  .00002236  00000+0  87643-4 0  9990,2 48693  53.1613 111.7048 0001792  88.0708 272.0498 15.30190845263169,6853.37940473541,94.10590873061979,482.3794047354104
STARLINK-2748,48694,26,61.16225487,53.1591,113.473,0.0001391,88.4687,271.6473,918.1214219999999,0.00021954000000000003,U,active,1 48694U 21044BJ  26061.16225487  .00006149  00000+0  21954-3 0  9995,2 48694  53.1591 113.4730 0001391  88.4687 271.6473 15.30202370263162,6853.344993035653,94.10519995469619,482.3449930356528
STARLINK-2616,48695,26,61.16735316,53.1591,112.7108,0.0001514,98.0231,262.0941,917.6178510000001,0.0001571,U,active,1 48695U 21044BK  26061.16735316  .00004181  00000+0  15710-3 0  9990,2 48695  53.1591 112.7108 0001514  98.0231 262.0941 15.29363085263188,6855.852086237883,94.15684307562583,484.85208623788276
STARLINK-2753,48696,26,61.1405177,53.1557,123.5224,0.0001295,97.7969,262.3178,917.6100882000001,1.2083000000000001e-05,U,active,1 48696U 21044BL  26061.14051770 -.00000007  00000+0  12083-4 0  9999,2 48696  53.1557 123.5224 0001295  97.7969 262.3178 15.29350147263023,6855.890752285855,94.15763962391014,484.89075228585534
ONEWEB-0211,48767,26,61.15409711,87.8952,280.4764,0.0001922,98.8096,261.3253,789.6861528000001,0.0001408,U,active,1 48767U 21045A   26061.15409711  .00000066  00000+0  14080-3 0  9994,2 48767  87.8952 280.4764 0001922  98.8096 261.3253 13.16143588230364,7577.62297466405,109.41055467878022,1206.6229746640502
ONEWEB-0223,48768,26,61.10454346,87.8957,280.5661,0.0001741,102.3929,257.7396,789.3282942,-4.0023e-05,U,active,1 48768U 21045B   26061.10454346 -.00000002  00000+0 -40023-4 0  9993,2 48768  87.8957 280.5661 0001741 102.3929 257.7396 13.15547157230324,7579.913118243825,109.46015825717755,1208.913118243825
ONEWEB-0230,48769,26,61.15208072,87.8945,280.5802,0.0001479,84.1485,275.9814,789.3284663999999,0.00014931,U,active,1 48769U 21045C   26061.15208072  .00000069  00000+0  14931-3 0  9991,2 48769  87.8945 280.5802 0001479  84.1485 275.9814 13.15547444230596,7579.91201582057,109.46013437733531,1208.9120158205696
ONEWEB-0237,48770,26,61.14098491,87.8945,280.5842,0.0001515,97.7703,262.3599,789.3282720000001,0.0005573500000000001,U,active,1 48770U 21045D   26061.14098491  .00000223  00000+0  55735-3 0  9993,2 48770  87.8945 280.5842 0001515  97.7703 262.3599 13.15547120230317,7579.913260368106,109.46016133576424,1208.9132603681064
ONEWEB-0235,48771,26,61.11563382,87.89560000000002,280.5647,0.0001658,104.3111,255.82030000000003,789.3284999999998,0.00017482,U,active,1 48771U 21045E   26061.11563382  .00000079  00000+0  17482-3 0  9993,2 48771  87.8956 280.5647 0001658 104.3111 255.8203 13.15547500230309,7579.91180071364,109.46012971785512,1208.9118007136403
ONEWEB-0242,48772,26,61.10929372,87.8954,280.5613,0.0001459,92.5575,267.5723,789.3284034,0.00010399,U,active,1 48772U 21045F   26061.10929372  .00000052  00000+0  10399-3 0  9999,2 48772  87.8954 280.5613 0001459  92.5575 267.5723 13.15547339230343,7579.912419146105,109.46014311386176,1208.912419146105
ONEWEB-0241,48773,26,61.0966212,87.8948,280.5941,0.0001857,98.1249,262.0092,789.3287052,-0.00017222000000000003,U,active,1 48773U 21045G   26061.09662120 -.00000052  00000+0 -17222-3 0  9997,2 48773  87.8948 280.5941 0001857  98.1249 262.0092 13.15547842230251,7579.91048702522,109.46010126175251,1208.9104870252204
ONEWEB-0243,48774,26,61.12832718,87.8946,280.5988,0.00012,105.36,254.7663,789.330228,0.00057001,U,active,1 48774U 21045H   26061.12832718  .00000227  00000+0  57001-3 0  9995,2 48774  87.8946 280.5988 0001200 105.3600 254.7663 13.15550380230281,7579.900738092102,109.45989008797974,1208.900738092102
ONEWEB-0222,48775,26,61.11168303,87.8955,280.5616,0.0001656,93.7401,266.3918,789.3286241999999,5.916200000000001e-05,U,active,1 48775U 21045J   26061.11168303  .00000035  00000+0  59162-4 0  9995,2 48775  87.8955 280.5616 0001656  93.7401 266.3918 13.15547707230320,7579.91100558637,109.46011249442283,1208.9110055863703
ONEWEB-0244,48776,26,61.13781696,87.8958,280.5468,0.0001522,92.9111,267.2193,789.3282438,0.00058496,U,active,1 48776U 21045K   26061.13781696  .00000233  00000+0  58496-3 0  9992,2 48776  87.8958 280.5468 0001522  92.9111 267.2193 13.15547073230893,7579.913440904366,109.46016524640164,1208.9134409043663
ONEWEB-0247,48777,26,61.13465509,87.89500000000001,280.5926,0.000146,121.1466,238.9807,789.3285126000001,0.00039233000000000003,U,active,1 48777U 21045L   26061.13465509  .00000161  00000+0  39233-3 0  9993,2 48777  87.8950 280.5926 0001460 121.1466 238.9807 13.15547521230338,7579.911720048545,109.46012797055013,1208.9117200485452
ONEWEB-0245,48778,26,61.12989438,87.8952,280.5629,0.0001782,91.5407,268.5927,789.3280841999999,0.00036402,U,active,1 48778U 21045M   26061.12989438  .00000150  00000+0  36402-3 0  9998,2 48778  87.8952 280.5629 0001782  91.5407 268.5927 13.15546807230308,7579.914462662972,109.46018737895048,1208.9144626629723
ONEWEB-0229,48779,26,61.1251405,87.8953,280.5623,0.0001471,91.3269,268.80300000000005,789.3284603999999,0.00041473,U,active,1 48779U 21045N   26061.12514050  .00000169  00000+0  41473-3 0  9997,2 48779  87.8953 280.5623 0001471  91.3269 268.8030 13.15547434230331,7579.912054232523,109.4601352093854,1208.9120542325227
ONEWEB-0228,48780,26,61.15855445,87.8955,280.5427,0.0001578,91.6188,268.5123,789.3281778,-3.9425e-05,U,active,1 48780U 21045P   26061.15855445 -.00000002  00000+0 -39425-4 0  9991,2 48780  87.8955 280.5427 0001578  91.6188 268.5123 13.15546963230255,7579.913863436078,109.46017439895834,1208.913863436078
ONEWEB-0232,48781,26,61.13305696,87.8967,280.5465,0.0001964,85.7588,274.3766,789.3325464,0.0029353,U,active,1 48781U 21045Q   26061.13305696  .00001118  00000+0  29353-2 0  9992,2 48781  87.8967 280.5465 0001964  85.7588 274.3766 13.15554244230572,7579.885895804946,109.4595685862118,1208.885895804946
ONEWEB-0231,48782,26,61.11088336,87.8947,280.5787,0.0001663,96.636,263.4959,789.3283302,-8.6329e-05,U,active,1 48782U 21045R   26061.11088336 -.00000020  00000+0 -86329-4 0  9991,2 48782  87.8947 280.5787 0001663  96.6360 263.4959 13.15547217230264,7579.912887772032,109.46015326487519,1208.9128877720323
ONEWEB-0234,48783,26,61.14877487,87.8951,280.5493,0.0002349,78.88,281.2594,789.3299549999999,0.000241,U,active,1 48783U 21045S   26061.14877487  .00000104  00000+0  24100-3 0  9997,2 48783  87.8951 280.5493 0002349  78.8800 281.2594 13.15549925230404,7579.902485829973,109.45992794610208,1208.9024858299726
ONEWEB-0238,48784,26,61.14904887,87.8949,280.5428,0.0001998,81.8756,278.2601,789.3280091999999,0.00012689,U,active,1 48784U 21045T   26061.14904887  .00000061  00000+0  12689-3 0  9994,2 48784  87.8949 280.5428 0001998  81.8756 278.2601 13.15546682230304,7579.914942812811,109.46019777958743,1208.9149428128112
ONEWEB-0240,48785,26,61.09425306,87.896,280.5544,0.0001847,96.3496,263.7845,789.3285233999999,-0.00023398,U,active,1 48785U 21045U   26061.09425306 -.00000075  00000+0 -23398-3 0  9999,2 48785  87.8960 280.5544 0001847  96.3496 263.7845 13.15547539230325,7579.911650907037,109.46012647286022,1208.9116509070373
ONEWEB-0246,48786,26,61.16475328,87.8959,280.5498,0.0001478,90.5506,269.5794,789.3284598,-0.00022549,U,active,1 48786U 21045V   26061.16475328 -.00000072  00000+0 -22549-3 0  9991,2 48786  87.8959 280.5498 0001478  90.5506 269.5794 13.15547433230207,7579.912058073719,109.4601352925904,1208.912058073719
ONEWEB-0210,48787,26,61.1394001,87.8955,280.5522,0.0001098,123.60920000000002,236.5143,789.3283992,0.00074585,U,active,1 48787U 21045W   26061.13940010  .00000294  00000+0  74585-3 0  9995,2 48787  87.8955 280.5522 0001098 123.6092 236.5143 13.15547332230242,7579.912446034475,109.46014369629688,1208.9124460344747
ONEWEB-0214,48788,26,61.14812255,87.8962,280.546,0.0001192,95.9564,264.1702,789.3283722,0.00020611,U,active,1 48788U 21045X   26061.14812255  .00000090  00000+0  20611-3 0  9991,2 48788  87.8962 280.5460 0001192  95.9564 264.1702 13.15547287230216,7579.912618888295,109.46014744052299,1208.9126188882947
ONEWEB-0221,48789,26,61.15524671,87.8957,280.5548,0.0001655,95.4702,264.6617,789.3283146,3.1132e-05,U,active,1 48789U 21045Y   26061.15524671  .00000025  00000+0  31132-4 0  9994,2 48789  87.8957 280.5548 0001655  95.4702 264.6617 13.15547191230305,7579.91298764314,109.46015542820615,1208.9129876431398
ONEWEB-0213,48790,26,61.14415841,87.8959,280.5608,0.0001494,98.9542,261.1757,789.3285636,0.00028558,U,active,1 48790U 21045Z   26061.14415841  .00000120  00000+0  28558-3 0  9996,2 48790  87.8959 280.5608 0001494  98.9542 261.1757 13.15547606230361,7579.911393546992,109.46012089812582,1208.9113935469923
ONEWEB-0212,48791,26,61.12117901,87.89560000000002,280.5599,0.0001635,87.25120000000001,272.8806,789.3286896,0.00043914,U,active,1 48791U 21045AA  26061.12117901  .00000178  00000+0  43914-3 0  9997,2 48791  87.8956 280.5599 0001635  87.2512 272.8806 13.15547816230359,7579.91058689625,109.46010342508144,1208.9105868962497
ONEWEB-0227,48792,26,61.12038995,87.89500000000001,280.563,0.0001613,91.6557,268.4758,789.3284952000001,0.0005747100000000001,U,active,1 48792U 21045AB  26061.12038995  .00000229  00000+0  57471-3 0  9993,2 48792  87.8950 280.5630 0001613  91.6557 268.4758 13.15547492230306,7579.9118314432,109.46013038349511,1208.9118314431998
ONEWEB-0226,48793,26,61.11404858,87.8945,280.5735,0.0001421,98.4023,261.7269,789.3284153999999,0.00023938,U,active,1 48793U 21045AC  26061.11404858  .00000103  00000+0  23938-3 0  9990,2 48793  87.8945 280.5735 0001421  98.4023 261.7269 13.15547359230278,7579.912342322189,109.46014144976137,1208.912342322189
ONEWEB-0224,48794,26,61.15366495,87.8948,280.6015,0.0002453,96.37190000000001,263.7691,789.3291852000001,0.0001008,U,active,1 48794U 21045AD  26061.15366495  .00000051  00000+0  10080-3 0  9995,2 48794  87.8948 280.6015 0002453  96.3719 263.7691 13.15548642230209,7579.907414072075,109.46003469782761,1208.907414072075
ONEWEB-0233,48795,26,61.08222237,87.89430000000002,280.625,0.0001718,97.7567,262.3758,789.328401,-0.00014706,U,active,1 48795U 21045AE  26061.08222237 -.00000043  00000+0 -14706-3 0  9995,2 48795  87.8943 280.6250 0001718  97.7567 262.3758 13.15547335230213,7579.912434510888,109.46014344668184,1208.9124345108876
ONEWEB-0190,48796,26,61.14574303,87.8946,280.5734,0.0001636,114.81500000000001,245.31510000000003,789.3286056000001,0.00033909,U,active,1 48796U 21045AF  26061.14574303  .00000140  00000+0  33909-3 0  9999,2 48796  87.8946 280.5734 0001636 114.8150 245.3151 13.15547676230295,7579.911124663387,109.46011507377708,1208.9111246633875
ONEWEB-0236,48797,26,61.16316858,87.8942,280.581,0.0001655,83.745,276.3869,789.3285918,8.3129e-05,U,active,1 48797U 21045AG  26061.16316858  .00000044  00000+0  83129-4 0  9994,2 48797  87.8942 280.5810 0001655  83.7450 276.3869 13.15547653230188,7579.911213010855,109.46011698749159,1208.9112130108551
ONEWEB-0248,48798,26,61.0998048,87.89560000000002,280.5663,0.0001958,101.1856,258.9495,789.3266027999999,0.0020269000000000003,U,active,1 48798U 21045AH  26061.09980480  .00000776  00000+0  20269-2 0  9991,2 48798  87.8956 280.5663 0001958 101.1856 258.9495 13.15544338230336,7579.923946596689,109.46039281269744,1208.9239465966893
ONEWEB-0225,48799,26,61.12197145,87.8944,280.5786,0.0001634,110.4666,249.664,789.3285582000001,0.00047574,U,active,1 48799U 21045AJ  26061.12197145  .00000192  00000+0  47574-3 0  9995,2 48799  87.8944 280.5786 0001634 110.4666 249.6640 13.15547597230343,7579.9114281177435,109.4601216469707,1208.9114281177435
ONEWEB-0215,48800,26,61.16793125,87.896,280.5411,0.0001826,112.0834,248.04909999999998,789.3286584000001,-0.00023552000000000002,U,active,1 48800U 21045AK  26061.16793125 -.00000076  00000+0 -23552-3 0  9995,2 48800  87.8960 280.5411 0001826 112.0834 248.0491 13.15547764230227,7579.910786638317,109.46010775173951,1208.9107866383174
ONEWEB-0216,48801,26,61.10136918,87.8949,280.5749,0.0001421,88.9519,271.1774,789.3286764000001,-8.598500000000001e-05,U,active,1 48801U 21045AL  26061.10136918 -.00000020  00000+0 -85985-4 0  9999,2 48801  87.8949 280.5749 0001421  88.9519 271.1774 13.15547794230225,7579.910671402507,109.46010525559058,1208.9106714025074
ONEWEB-0239,48802,26,61.10612785,87.8945,280.5882,0.0002075,110.1632,249.97219999999996,789.3282618,1.7291e-05,U,active,1 48802U 21045AM  26061.10612785  .00000019  00000+0  17291-4 0  9992,2 48802  87.8945 280.5882 0002075 110.1632 249.9722 13.15547103230264,7579.9133256684545,109.46016275025008,1208.9133256684545
FENGYUN 4B,48808,26,61.10967824,0.1862,76.7982,0.0008811,296.3221,290.8096,60.15958199999999,0.0,U,active,1 48808U 21047A   26061.10967824 -.00000346  00000+0  00000+0 0  9996,2 48808   0.1862  76.7982 0008811 296.3221 290.8096  1.00265970 17494,42166.36219556591,1436.1801915445492,35795.36219556591
SXM-8,48838,26,61.07206473,0.025900000000000003,59.365700000000004,0.0004281,344.0535,57.20250000000001,60.16390919999999,0.0,U,active,1 48838U 21049A   26061.07206473 -.00000223  00000+0  00000+0 0  9997,2 48838   0.0259  59.3657 0004281 344.0535  57.2025  1.00273182 17523,42164.340335924906,1436.0768964128417,35793.340335924906
NAVSTAR 81 (USA 319),48859,26,60.83158169,55.2222,336.7774,0.0023907,232.1453,136.8953,120.34533660000001,0.0,U,active,1 48859U 21054A   26060.83158169 -.00000099  00000+0  00000+0 0  9998,2 48859  55.2222 336.7774 0023907 232.1453 136.8953  2.00575561 34601,26559.292237851878,717.9339261576339,20188.292237851878
YAOGAN-30 10A,48860,26,61.21577587,34.9957,83.9513,0.000476,223.8588,136.1742,901.2716058,0.00029974,U,active,1 48860U 21055A   26061.21577587  .00003994  00000+0  29974-3 0  9994,2 48860  34.9957  83.9513 0004760 223.8588 136.1742 15.02119343257082,6938.499301514486,95.86455341984103,567.4993015144864
YAOGAN-30 10B,48861,26,61.19326218,34.9953,83.7086,0.0004953,233.4282,126.59700000000001,901.2770034,0.00032617000000000003,U,active,1 48861U 21055B   26061.19326218  .00004350  00000+0  32617-3 0  9990,2 48861  34.9953  83.7086 0004953 233.4282 126.5970 15.02128339257074,6938.471599131409,95.8639793027698,567.4715991314088
YAOGAN-30 10C,48863,26,61.22600979,34.9959,83.1676,0.0003993,296.7988,63.2311,901.2422142,0.00029527,U,active,1 48863U 21055D   26061.22600979  .00003929  00000+0  29527-3 0  9992,2 48863  34.9959  83.1676 0003993 296.7988  63.2311 15.02070357256799,6938.650154403544,95.86767978538838,567.6501544035436
TIANQI-14,48864,26,61.16074233,35.0006,21.2463,0.0003421,86.5487,273.5616,907.3369763999999,0.00052577,U,active,1 48864U 21055E   26061.16074233  .00009266  00000+0  52577-3 0  9995,2 48864  35.0006  21.2463 0003421  86.5487 273.5616 15.12228294257507,6907.543072113696,95.2237175903548,536.5430721136963
COSMOS 2550,48865,26,60.3011736,67.1423,66.3057,0.0008327,269.3233,90.6967,920.3033135999999,4.7432999999999993e-07,U,active,1 48865U 21056A   26060.30117360 -.00000176  00000+0  47433-6 0  9991,2 48865  67.1423  66.3057 0008327 269.3233  90.6967 15.33838856262176,6842.508586882435,93.88209161393158,471.50858688243534
STARLINK-3004,48880,26,60.89054669,97.6605,187.60900000000004,0.0001875,90.20140000000002,269.9425,900.7549098,5.898900000000001e-05,U,active,1 48880U 21059B   26060.89054669  .00000699  00000+0  58989-4 0  9992,2 48880  97.6605 187.6090 0001875  90.2014 269.9425 15.01258183257635,6941.152448064589,95.91954377377073,570.1524480645894
STARLINK-3005,48881,26,60.95055043,97.6578,187.6173,0.0002767,94.9543,265.1997,900.7481088000001,-6.542000000000001e-05,U,active,1 48881U 21059C   26060.95055043 -.00000899  00000+0 -65420-4 0  9999,2 48881  97.6578 187.6173 0002767  94.9543 265.1997 15.01246848257644,6941.187386961811,95.92026800378666,570.1873869618112
TYVAK-0173,48892,26,61.15740818,96.0083,164.1438,0.0010119,42.5604,317.6396,888.870867,0.00035882,U,active,1 48892U 21059P   26061.15740818  .00002780  00000+0  35882-3 0  9992,2 48892  96.0083 164.1438 0010119  42.5604 317.6396 14.81451445252392,7002.883369256434,97.20197073350589,631.883369256434
MANDRAKE 2 ABLE,48907,26,61.06980309,97.70230000000001,243.04080000000002,0.000508,35.3713,324.7874,930.1768122,0.00043027,U,active,1 48907U 21059AE  26061.06980309  .00024315  00000+0  43027-3 0  9998,2 48907  97.7023 243.0408 0005080  35.3713 324.7874 15.50294687260509,6794.0019764747885,92.88556634265237,423.00197647478853
MANDRAKE 2 BAKER,48908,26,61.0218793,97.7017,245.19509999999997,0.0004085,30.0372,330.1115,932.3132939999999,0.00044246000000000004,U,active,1 48908U 21059AF  26061.02187930  .00028417  00000+0  44246-3 0  9995,2 48908  97.7017 245.1951 0004085  30.0372 330.1115 15.53855490260626,6783.618620606175,92.67271051055077,412.6186206061748
PACE-1,48909,26,61.16850962,97.6836,248.4681,0.0002836,344.6149,15.5023,939.3115572,0.00058434,U,active,1 48909U 21059AG  26061.16850962  .00058685  00000+0  58434-3 0  9997,2 48909  97.6836 248.4681 0002836 344.6149  15.5023 15.65519262260987,6749.882782289992,91.98226013267667,378.88278228999206
YAM-3,48915,26,61.16748587,97.6964,241.33320000000003,0.0005664,32.5815,327.5781,927.5221967999998,0.00035251,U,active,1 48915U 21059AN  26061.16748587  .00017048  00000+0  35251-3 0  9993,2 48915  97.6964 241.3332 0005664  32.5815 327.5781 15.45870328260445,6806.958985442139,93.15140952753963,435.95898544213924
ICEYE-X11,48918,26,61.1753276,97.6452,248.3764,0.0004504,2.5089,357.6195,943.4477982000001,0.0007318400000000001,U,active,1 48918U 21059AR  26061.17532760  .00097999  00000+0  73184-3 0  9991,2 48918  97.6452 248.3764 0004504   2.5089 357.6195 15.72412997261053,6730.139890159256,91.57899373430325,359.13989015925563
FARADAY_PHOENIX,48924,26,61.06113542,97.6905,248.90610000000004,0.0006372,357.3245,2.7976,935.558166,0.00078717,U,active,1 48924U 21059AX  26061.06113542  .00062146  00000+0  78717-3 0  9992,2 48924  97.6905 248.9061 0006372 357.3245   2.7976 15.59263610260874,6767.924090934942,92.35128625877441,396.9240909349419
